track_name,artist_name,artist_genres
Ultraviolence,Lana Del Rey,"alternative pop, indie pop"
West Coast,Lana Del Rey,"alternative pop, indie pop"
What I Can't Put Down,Jon Pardi,"country, acoustic country"
Anakin and Padmé,Kevin Kiner,soundtrack
Black Beauty,Lana Del Rey,"alternative pop, indie pop"
Blank Space - Voice Memo,Taylor Swift,"country, pop, indie, folk"
Brooklyn Baby,Lana Del Rey,"alternative pop, indie pop"
Comanche - Remastered,Revels,doo-wop
Counting Stars,OneRepublic,soft pop
Cruel World,Lana Del Rey,"alternative pop, indie pop"
Dangerous Love,Fuse ODG,"azonto, afrobeats, hiplife"
Dernière danse,Indila,french pop
Emma,Steven Price,soundtrack
Florida Kilos,Lana Del Rey,"alternative pop, indie pop"
Fucked My Way Up To The Top,Lana Del Rey,"alternative pop, indie pop"
Guns And Roses,Lana Del Rey,"alternative pop, indie pop"
I Know Places - Voice Memo,Taylor Swift,"country, pop, indie, folk"
I Wish You Would,Taylor Swift,"country, pop, indie, folk"
I Wish You Would - Voice Memo,Taylor Swift,"country, pop, indie, folk"
Lone Survivor,Steve Jablonsky,soundtrack
Tampa Bay,Joe Henson,sea shanties
La Havana,Joe Henson,sea shanties
Let Her Go,Passenger,folk pop
Headlights,Eminem,"rap, hip hop"
Parking Lot - Skit,Eminem,"rap, hip hop"
Rap God,Eminem,"rap, hip hop"
Rhyme Or Reason,Eminem,"rap, hip hop"
So Far...,Eminem,"rap, hip hop"
So Much Better,Eminem,"rap, hip hop"
Asshole,Eminem,"rap, hip hop"
Bad Guy,Eminem,"rap, hip hop"
Berzerk,Eminem,"rap, hip hop"
Brainless,Eminem,"rap, hip hop"
Legacy,Eminem,"rap, hip hop"
Love Game,Eminem,"rap, hip hop"
Evil Twin - Skit,Eminem,"rap, hip hop"
Stronger Than I Was,Eminem,"rap, hip hop"
Survival,Eminem,"rap, hip hop"
The Monster,Eminem,"rap, hip hop"
Impossible,James Arthur,soft pop
Leave Her Johnny,Sean Dagher,sea shanties
Dark Horse,Katy Perry,pop
Double Rainbow,Katy Perry,pop
Ghost,Katy Perry,pop
Legendary Lovers,Katy Perry,pop
Love Me,Katy Perry,pop
International Smile,Katy Perry,pop
It Takes Two,Katy Perry,pop
Birthday,Katy Perry,pop
By The Grace Of God,Katy Perry,pop
Choose Your Battles,Katy Perry,pop
This Is How We Do,Katy Perry,pop
This Moment,Katy Perry,pop
Unconditionally,Katy Perry,pop
Walking On Air,Katy Perry,pop
Roar,Katy Perry,pop
Spiritual,Katy Perry,pop
Assassin's Creed IV Black Flag Main Theme,Brian Tyler,soundtrack
In This World or the One Below,Brian Tyler,soundtrack
Meet the Sage,Brian Tyler,soundtrack
On the Horizon,Brian Tyler,soundtrack
Pyrates Beware,Brian Tyler,soundtrack
The Buccaneers,Brian Tyler,soundtrack
The Fortune of Edward Kenway,Brian Tyler,soundtrack
The High Seas,Brian Tyler,soundtrack
Do My Thang,Miley Cyrus,"country pop, rock, hip hop, experimental"
Drive,Miley Cyrus,"country pop, rock, hip hop, experimental"
FU (feat. French Montana),Miley Cyrus,"country pop, rock, hip hop, experimental"
Rooting for My Baby,Miley Cyrus,"country pop, rock, hip hop, experimental"
SMS (Bangerz) (feat. Britney Spears),Miley Cyrus,"country pop, rock, hip hop, experimental"
Someone Else,Miley Cyrus,"country pop, rock, hip hop, experimental"
Hands in the Air (feat. Ludacris),Miley Cyrus,"country pop, rock, hip hop, experimental"
#GETITRIGHT,Miley Cyrus,"country pop, rock, hip hop, experimental"
4x4 (feat. Nelly),Miley Cyrus,"country pop, rock, hip hop, experimental"
Adore You,Miley Cyrus,"country pop, rock, hip hop, experimental"
We Can't Stop,Miley Cyrus,"country pop, rock, hip hop, experimental"
Wrecking Ball,Miley Cyrus,"country pop, rock, hip hop, experimental"
Love Money Party (feat. Big Sean),Miley Cyrus,"country pop, rock, hip hop, experimental"
Maybe You're Right,Miley Cyrus,"country pop, rock, hip hop, experimental"
My Darlin' (feat. Future),Miley Cyrus,"country pop, rock, hip hop, experimental"
On My Own,Miley Cyrus,"country pop, rock, hip hop, experimental"
"Iron Man - Driving with the Top Down (From Iron Man"")""",The City of Prague Philharmonic Orchestra,"orchestral, classical"
The Mother We Share,CHVRCHES,synthpop
"Play with me, my fellow!",Two Worlds II,medieval
Legend of the Martial Artist,Yoshihisa Hirano,"anime, soundtrack"
Addicted To You,Avicii,edm
Wake Me Up,Avicii,edm
Hey Brother,Avicii,edm
Who I Am With You,Chris Young,"country, acoustic country"
Tears In The Rain,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Cop Car,Keith Urban,country
Do I Wanna Know?,Arctic Monkeys,"indie, garage rock"
No. 1 Party Anthem,Arctic Monkeys,"indie, garage rock"
R U Mine?,Arctic Monkeys,"indie, garage rock"
I Wanna Be Yours,Arctic Monkeys,"indie, garage rock"
Knee Socks,Arctic Monkeys,"indie, garage rock"
Arabella,Arctic Monkeys,"indie, garage rock"
Why'd You Only Call Me When You're High?,Arctic Monkeys,"indie, garage rock"
Lost but Won,Hans Zimmer,soundtrack
Wake up Lovin' You,Craig Morgan,"country, acoustic country"
All of Me,John Legend,"soft pop, neo soul"
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,rap
Bad Kingdom,Moderat,"idm, electronica"
Cheap Beer,FIDLAR,"garage rock, surf rock, skate punk, indie punk"
Silhouette,Pastel Ghost,"witch house, darkwave"
You've Got Time,Regina Spektor,anti-folk
Holy Grail,JAY-Z,"hip hop, east coast hip hop, rap"
Qui-Gon's Noble End,John Williams,soundtrack
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,rap
Fashion Killa,A$AP Rocky,rap
All of the Stars,Ed Sheeran,soft pop
Ragnar's Sail,Trevor Morris,"medieval, soundtrack"
Vikings Reach Land,Trevor Morris,"medieval, soundtrack"
Power Trip (feat. Miguel),J. Cole,rap
She Knows (feat. Amber Coffman & Cults),J. Cole,rap
Bound 2,Kanye West,rap
Animals - Radio Edit,Martin Garrix,"edm, progressive house, electronica"
Flight,Hans Zimmer,soundtrack
The Choice,Gustavo Santaolalla,soundtrack
Theme from World War Z,The Evolved,anime
A Lannister Always Pays His Debts,Ramin Djawadi,soundtrack
Latch,Disclosure,house
White Noise,Disclosure,house
Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk,"french house, electronic, electro"
Sub Prime Directive,Michael Giacchino,soundtrack
i was all over her,salvia palth,"slowcore, lo-fi indie"
(dream),salvia palth,"slowcore, lo-fi indie"
This Is What It Feels Like,Armin van Buuren,"trance, progressive trance, progressive house, electronica"
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,"french house, electronic, electro"
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,"emo, pop punk"
It's a Beautiful Day,Michael Bublé,christmas
"The Only Exception - Live at Red Rocks Amphitheatre, Morrison, CO, 8/12/2014",Paramore,"pop punk, emo"
Ain't It Fun,Paramore,"pop punk, emo"
Youngest Daughter,Superheaven,"shoegaze, post-grunge"
Still into You,Paramore,"pop punk, emo"
Heart,Savant,"dubstep, drumstep"
Mine Would Be You,Blake Shelton,country
Sure Be Cool If You Did,Blake Shelton,country
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,"alternative pop, indie pop"
Tundra,Jeremy Soule,"medieval, soundtrack"
Secunda,Jeremy Soule,"medieval, soundtrack"
From Past to Present,Jeremy Soule,"medieval, soundtrack"
Dusk to Dawn,Emancipator,"trip hop, downtempo, chillstep"
How Country Feels,Randy Houser,"country, acoustic country"
Blondie,Current Joys,lo-fi indie
Televisions,Current Joys,lo-fi indie
The Way,Ariana Grande,pop
The Worst,Jhené Aiko,r&b
Wagon Wheel,Darius Rucker,country
Wake Me Up - Radio Edit,Avicii,edm
We Own It (Fast & Furious),2 Chainz,"rap, southern hip hop"
"Gone, Gone, Gone",Phillip Phillips,folk pop
"Hold On, We're Going Home",Drake,rap
Home,Phillip Phillips,folk pop
Iron Man 3,Brian Tyler,soundtrack
Crash My Party,Luke Bryan,"country, acoustic country"
Cruise - Remix,Florida Georgia Line,"country, pop country, acoustic country"
Dirt Road Diary,Luke Bryan,"country, acoustic country"
Future Days,Pearl Jam,"grunge, rock, post-grunge"
"Let It Go - From Frozen""/Soundtrack Version""",Idina Menzel,musicals
Love Me,Lil Wayne,"rap, hip hop"
Now You See Me,Brian Tyler,soundtrack
Afterglow,Wilkinson,"drum and bass, liquid funk"
Applause,Lady Gaga,"art pop, pop"
Baby I,Ariana Grande,pop
When the World Turns Grey,Princess Chelsea,baroque pop
Year Zero,Ghost,"metal, hard rock"
Young And Beautiful,Lana Del Rey,"alternative pop, indie pop"
ProtoVision,Kavinsky,"synthwave, french house"
Reload - Radio Edit,Sebastian Ingrosso,edm
Right There,Ariana Grande,pop
Roller Coaster,Luke Bryan,"country, acoustic country"
Star Trek Main Theme,Michael Giacchino,soundtrack
Started From the Bottom,Drake,rap
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,edm
A Celtic Lore,Adrian Von Ziegler,"celtic, medieval"
Bananonymous,Savant,"dubstep, drumstep"
Pour It Up,Rihanna,"pop, r&b"
Stay,Rihanna,"pop, r&b"
Diamonds,Rihanna,"pop, r&b"
Loveeeeeee Song,Rihanna,"pop, r&b"
Nobody's Business,Rihanna,"pop, r&b"
Ache,FKA twigs,"art pop, alternative r&b"
Hide,FKA twigs,"art pop, alternative r&b"
Girl On Fire (feat. Nicki Minaj) - Inferno Version,Alicia Keys,"r&b, neo soul"
Girl on Fire,Alicia Keys,"r&b, neo soul"
Coming Down,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
D.D.,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Echoes Of Silence,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Gone,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Heaven Or Las Vegas,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
High For This,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
House Of Balloons / Glass Table Girls,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Initiation,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Outside,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Rolling Stone,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Same Old Song,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Life Of The Party,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Loft Music,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Lonely Star,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Montreal,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Next,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
The Birds Pt. 1,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
The Birds Pt. 2,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
The Fall,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
The Knowing,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
The Party & The After Party,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
The Zone,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Thursday,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Till Dawn (Here Comes The Sun),The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Twenty Eight,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Valerie,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
What You Need,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
XO / The Host,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Cola,Lana Del Rey,"alternative pop, indie pop"
Summertime Sadness,Lana Del Rey,"alternative pop, indie pop"
Elder Scrolls – Skyrim: Far Horizons,Crouch End Festival Chorus,"christmas, choral"
Fight Club,Lorne Balfe,soundtrack
Assassin's Creed III Main Theme,Lorne Balfe,soundtrack
Beer and Friends,Lorne Balfe,soundtrack
House of the Rising Sun,Lauren O'Connell,southern gothic
I Need Your Love (feat. Ellie Goulding),Calvin Harris,edm
Feel So Close - Radio Edit,Calvin Harris,edm
Sweet Nothing (feat. Florence Welch),Calvin Harris,edm
Thinking About You (feat. Ayah Marar),Calvin Harris,edm
We Found Love (feat. Rihanna),Calvin Harris,edm
The Last Time,Taylor Swift,"country, pop, indie, folk"
The Moment I Knew,Taylor Swift,"country, pop, indie, folk"
Treacherous - Original Demo Recording,Taylor Swift,"country, pop, indie, folk"
We Are Never Ever Getting Back Together,Taylor Swift,"country, pop, indie, folk"
Red - Original Demo Recording,Taylor Swift,"country, pop, indie, folk"
Sad Beautiful Tragic,Taylor Swift,"country, pop, indie, folk"
State Of Grace - Acoustic,Taylor Swift,"country, pop, indie, folk"
Stay Stay Stay,Taylor Swift,"country, pop, indie, folk"
Everything Has Changed,Taylor Swift,"country, pop, indie, folk"
Girl At Home,Taylor Swift,"country, pop, indie, folk"
I Almost Do,Taylor Swift,"country, pop, indie, folk"
Ice Cream (Feat. Maboos),HyunA,k-pop
My Kind of Woman,Mac DeMarco,"indie, lo-fi indie"
Night Train,Jason Aldean,"country, acoustic country"
Skyfall,Adele,soft pop
Adorn,Miguel,r&b
Taste,Josh Abbott Band,"texas country, red dirt, country"
I Will Wait,Mumford & Sons,"folk, indie folk, folk rock"
Don't You Worry Child - Radio Edit,Swedish House Mafia,edm
Girl On Fire,Alicia Keys,"r&b, neo soul"
Dust,M|O|O|N,"synthwave, vaporwave"
Why Do We Fall?,Hans Zimmer,soundtrack
Horn,Austin Wintory,soundtrack
And They're Off,Kevin Kiner; Gustavo Santaolalla,southern gothic
obedear,Purity Ring,"witch house, chillstep"
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,dream pop
King For A Day,Pierce The Veil,"emo, screamo, post-hardcore"
Don't Wake Me Up,Chris Brown,r&b
Nascence,Austin Wintory,soundtrack
Becoming Spider-Man,James Horner,soundtrack
As Long As You Love Me,Justin Bieber,"pop, contemporary r&b"
Beauty And A Beat,Justin Bieber,"pop, contemporary r&b"
Electric Shock,f(x),k-pop
Scream,USHER,r&b
My Heart Goes Boom,Miss Li,swedish pop
PAIN,HEALTH,"noise rock, industrial, witch house, industrial rock, industrial metal"
Ms,alt-J,"indie, indie rock"
Fitzpleasure,alt-J,"indie, indie rock"
Troublemaker,Beach House,dream pop
No Reflection,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal"
You're so Vain,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal"
Overneath the Path of Misery,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal"
Pistol Whipped,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal"
Booty Swing,Parov Stelar,"electro swing, swing music, nu jazz"
Drive By,Train,soft pop
I Won't Give Up,Jason Mraz,"soft pop, acoustic pop"
Ho Hey,The Lumineers,"folk pop, indie folk"
Horn Of Plenty,James Newton Howard,soundtrack
Moon In My Mind,Frankie Rose,dream pop
Teenage Dream,Katy Perry,pop
The One That Got Away,Katy Perry,pop
The One That Got Away - Acoustic,Katy Perry,pop
Oblivion,Grimes,art pop
Last Friday Night (T.G.I.F.),Katy Perry,pop
Part Of Me,Katy Perry,pop
E.T.,Katy Perry,pop
Firework,Katy Perry,pop
Be a Body,Grimes,art pop
California Gurls,Katy Perry,pop
Wide Awake,Katy Perry,pop
Drunken Sailor,The Irish Rovers,"sea shanties, celtic, celtic rock, celtic punk"
Genesis,Grimes,art pop
Humble Bones,Labyrinth Ear,"witch house, darkwave, cold wave"
Gone Today,SOJA,"reggae, roots reggae, reggae rock"
Not Done Yet,SOJA,"reggae, roots reggae, reggae rock"
National Anthem,Lana Del Rey,"alternative pop, indie pop"
Video Games,Lana Del Rey,"alternative pop, indie pop"
Diet Mountain Dew,Lana Del Rey,"alternative pop, indie pop"
ハンター☆マーチ,Yoshihisa Hirano,"anime, soundtrack"
奇術師のバイレ,Yoshihisa Hirano,"anime, soundtrack"
猛者どもの睥睨,Yoshihisa Hirano,"anime, soundtrack"
緋色の瞳の哀歌,Yoshihisa Hirano,"anime, soundtrack"
銀髪の少年,Yoshihisa Hirano,"anime, soundtrack"
All I Need Is MONEY!,Yoshihisa Hirano,"anime, soundtrack"
"Boys, Be Courageous!",Yoshihisa Hirano,"anime, soundtrack"
She Doesn't Mind,Sean Paul,dancehall
Clarity,Zedd,edm
Clique,Kanye West,rap
Cruise,Florida Georgia Line,"country, pop country, acoustic country"
Dark Paradise,Lana Del Rey,"alternative pop, indie pop"
Daylight,Maroon 5,pop
"Fate And Destiny - From Brave""/Score""",Patrick Doyle,soundtrack
FUTURE,HEALTH,"noise rock, industrial, witch house, industrial rock, industrial metal"
Gangnam Style (강남스타일),PSY,k-pop
American,Lana Del Rey,"alternative pop, indie pop"
Bel Air,Lana Del Rey,"alternative pop, indie pop"
Blue Jeans,Lana Del Rey,"alternative pop, indie pop"
Blue Velvet,Lana Del Rey,"alternative pop, indie pop"
Body Electric,Lana Del Rey,"alternative pop, indie pop"
Born To Die,Lana Del Rey,"alternative pop, indie pop"
Boyfriend,Justin Bieber,"pop, contemporary r&b"
Burning Desire,Lana Del Rey,"alternative pop, indie pop"
Carmen,Lana Del Rey,"alternative pop, indie pop"
Little Talks,Of Monsters and Men,folk pop
Lolita,Lana Del Rey,"alternative pop, indie pop"
Love Somebody,Maroon 5,pop
Lucky Ones,Lana Del Rey,"alternative pop, indie pop"
Mercy,Kanye West,rap
Merida's Home,Patrick Doyle,soundtrack
Million Dollar Man,Lana Del Rey,"alternative pop, indie pop"
"Noble Maiden Fair (A Mhaighdean Bhan Uasal) - From Brave""/Soundtrack""",Emma Thompson,musicals
Off To The Races,Lana Del Rey,"alternative pop, indie pop"
One More Night,Maroon 5,pop
Gods & Monsters,Lana Del Rey,"alternative pop, indie pop"
Radio,Lana Del Rey,"alternative pop, indie pop"
Ride,Lana Del Rey,"alternative pop, indie pop"
TEARS,HEALTH,"noise rock, industrial, witch house, industrial rock, industrial metal"
The Avengers,Alan Silvestri,soundtrack
This Is What Makes Us Girls,Lana Del Rey,"alternative pop, indie pop"
Violent Youth,Crystal Castles,"witch house, electroclash, new rave, alternative dance"
"We've Both Changed - From Brave""/Score""",Patrick Doyle,soundtrack
Without You,Lana Del Rey,"alternative pop, indie pop"
Yayo,Lana Del Rey,"alternative pop, indie pop"
Summit (feat. Ellie Goulding),Skrillex,"dubstep, edm, electro, electronic"
Lonely Boy,The Black Keys,"blues rock, garage rock, modern blues, rock"
Why Wait - Live Version,Shakira,latin pop
Crystals,M|O|O|N,"synthwave, vaporwave"
Hydrogen,M|O|O|N,"synthwave, vaporwave"
Talk That Talk,Rihanna,"pop, r&b"
We Found Love,Rihanna,"pop, r&b"
Where Have You Been,Rihanna,"pop, r&b"
You Da One,Rihanna,"pop, r&b"
"Uncharted, Drake's Fortune: Nate's Theme",Greg Edmonson,soundtrack
Elder Scrolls: Oblivion,Jeremy Soule,"medieval, soundtrack"
Mr. Saxobeat - Radio Edit,Alexandra Stan,europop
Take Care,Drake,rap
The Motto,Drake,rap
Headlines,Drake,rap
Practice,Drake,rap
Meth Lab Zoso Sticker,7Horse,"blues rock, modern blues"
Rock You Like a Hurricane - 2011,Scorpions,"hard rock, glam metal, rock"
a thousand years,Christina Perri,soft pop
Levels - Radio Edit,Avicii,edm
Mr. Know It All,Kelly Clarkson,christmas
Stronger (What Doesn't Kill You),Kelly Clarkson,christmas
Without You (feat. Usher) - Radio Edit,David Guetta,edm
"Theme from The Exorcist""""",Mike Oldfield,"progressive rock, new age"
I Wrote in Blood,Still Corners,dream pop
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,"g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap"
Work Out,J. Cole,rap
I Want to Know What Love Is,Foreigner,"aor, classic rock"
Kiss Me,Ed Sheeran,soft pop
Give Me Love,Ed Sheeran,soft pop
The A Team,Ed Sheeran,soft pop
Wrong Floor,Cliff Martinez,soundtrack
A Real Hero (feat. Electric Youth),College,synthwave
He Had a Good Time,Cliff Martinez,soundtrack
I Drive,Cliff Martinez,soundtrack
Tongue Tied,GROUPLOVE,indie
Titanium (feat. Sia),David Guetta,edm
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,edm
Without You (feat. Usher),David Guetta,edm
Play Hard (feat. Ne-Yo & Akon),David Guetta,edm
Turn Me On (feat. Nicki Minaj),David Guetta,edm
